10/13/2016,74,2,0,GOOG
10/12/2016,34,2,0,GOOG
09/22/2016,22,1,2,GOOG
09/22/2016,39,3,1,GOOG
08/30/2016,19,0,0,GOOG
08/26/2016,60,3,1,GOOG
08/22/2016,54,5,1,GOOG
08/08/2016,19,1,0,GOOG
08/02/2016,29,1,1,GOOG
08/02/2016,42,2,3,GOOG
08/02/2016,12,0,0,GOOG
07/28/2016,118,6,4,GOOG
07/27/2016,10,1,0,GOOG
07/14/2016,38,1,5,GOOG
07/12/2016,30,1,1,GOOG
07/06/2016,20,1,0,GOOG
06/30/2016,14,0,0,GOOG
06/29/2016,109,16,6,GOOG
